date,lsoa11nm,lsoa11cd,lad17nm,measure,value
2011-03-27,Bolton 020A,E01004835,Bolton,Working-age adults with no qualifications,94
2011-03-27,Bolton 020B,E01004836,Bolton,Working-age adults with no qualifications,123
2011-03-27,Bolton 020C,E01004837,Bolton,Working-age adults with no qualifications,105
2011-03-27,Bolton 020D,E01004844,Bolton,Working-age adults with no qualifications,61
2011-03-27,Bolton 020E,E01004897,Bolton,Working-age adults with no qualifications,59
2011-03-27,Bolton 021A,E01004827,Bolton,Working-age adults with no qualifications,288
2011-03-27,Bolton 021B,E01004849,Bolton,Working-age adults with no qualifications,353
2011-03-27,Bolton 021C,E01004850,Bolton,Working-age adults with no qualifications,401
2011-03-27,Bolton 021D,E01004851,Bolton,Working-age adults with no qualifications,316
2011-03-27,Bolton 021E,E01004853,Bolton,Working-age adults with no qualifications,314
2011-03-27,Bolton 022A,E01004811,Bolton,Working-age adults with no qualifications,300
2011-03-27,Bolton 022B,E01004812,Bolton,Working-age adults with no qualifications,305
2011-03-27,Bolton 022C,E01004813,Bolton,Working-age adults with no qualifications,220
2011-03-27,Bolton 022D,E01004815,Bolton,Working-age adults with no qualifications,272
2011-03-27,Bolton 022E,E01004817,Bolton,Working-age adults with no qualifications,232
2011-03-27,Bolton 023A,E01004828,Bolton,Working-age adults with no qualifications,344
2011-03-27,Bolton 023B,E01004829,Bolton,Working-age adults with no qualifications,267
2011-03-27,Bolton 023C,E01004832,Bolton,Working-age adults with no qualifications,179
2011-03-27,Bolton 023D,E01004854,Bolton,Working-age adults with no qualifications,279
2011-03-27,Bolton 023E,E01004878,Bolton,Working-age adults with no qualifications,247
2011-03-27,Bolton 024A,E01004911,Bolton,Working-age adults with no qualifications,228
2011-03-27,Bolton 024B,E01004912,Bolton,Working-age adults with no qualifications,156
2011-03-27,Bolton 024C,E01004913,Bolton,Working-age adults with no qualifications,204
2011-03-27,Bolton 024D,E01004914,Bolton,Working-age adults with no qualifications,97
2011-03-27,Bolton 024E,E01004915,Bolton,Working-age adults with no qualifications,124
2011-03-27,Bolton 024F,E01004916,Bolton,Working-age adults with no qualifications,185
2011-03-27,Bolton 024G,E01004918,Bolton,Working-age adults with no qualifications,111
2011-03-27,Bolton 025A,E01004846,Bolton,Working-age adults with no qualifications,245
2011-03-27,Bolton 025B,E01004847,Bolton,Working-age adults with no qualifications,376
2011-03-27,Bolton 025C,E01004852,Bolton,Working-age adults with no qualifications,302
2011-03-27,Bolton 025D,E01004877,Bolton,Working-age adults with no qualifications,363
2011-03-27,Bolton 025E,E01004879,Bolton,Working-age adults with no qualifications,250
2011-03-27,Bolton 026A,E01004830,Bolton,Working-age adults with no qualifications,233
2011-03-27,Bolton 026B,E01004831,Bolton,Working-age adults with no qualifications,189
2011-03-27,Bolton 026C,E01004833,Bolton,Working-age adults with no qualifications,162
2011-03-27,Bolton 026D,E01004839,Bolton,Working-age adults with no qualifications,331
2011-03-27,Bolton 027A,E01004814,Bolton,Working-age adults with no qualifications,211
2011-03-27,Bolton 027B,E01004855,Bolton,Working-age adults with no qualifications,217
2011-03-27,Bolton 027C,E01004856,Bolton,Working-age adults with no qualifications,251
2011-03-27,Bolton 027D,E01004857,Bolton,Working-age adults with no qualifications,269
2011-03-27,Bolton 028A,E01004891,Bolton,Working-age adults with no qualifications,121
2011-03-27,Bolton 028B,E01004893,Bolton,Working-age adults with no qualifications,108
2011-03-27,Bolton 028C,E01004894,Bolton,Working-age adults with no qualifications,160
2011-03-27,Bolton 028E,E01004901,Bolton,Working-age adults with no qualifications,94
2011-03-27,Bolton 028F,E01033218,Bolton,Working-age adults with no qualifications,63
2011-03-27,Bolton 028G,E01033219,Bolton,Working-age adults with no qualifications,74
2011-03-27,Bolton 029A,E01004816,Bolton,Working-age adults with no qualifications,256
2011-03-27,Bolton 029B,E01004872,Bolton,Working-age adults with no qualifications,211
2011-03-27,Bolton 029C,E01004873,Bolton,Working-age adults with no qualifications,288
2011-03-27,Bolton 029D,E01004875,Bolton,Working-age adults with no qualifications,167
2011-03-27,Bolton 029E,E01004880,Bolton,Working-age adults with no qualifications,125
2011-03-27,Bolton 030A,E01004892,Bolton,Working-age adults with no qualifications,95
2011-03-27,Bolton 030B,E01004896,Bolton,Working-age adults with no qualifications,77
2011-03-27,Bolton 030C,E01004899,Bolton,Working-age adults with no qualifications,144
2011-03-27,Bolton 030D,E01004900,Bolton,Working-age adults with no qualifications,126
2011-03-27,Bolton 031A,E01004776,Bolton,Working-age adults with no qualifications,212
2011-03-27,Bolton 031B,E01004895,Bolton,Working-age adults with no qualifications,191
2011-03-27,Bolton 031C,E01004936,Bolton,Working-age adults with no qualifications,179
2011-03-27,Bolton 031D,E01004938,Bolton,Working-age adults with no qualifications,249
2011-03-27,Bolton 031E,E01004939,Bolton,Working-age adults with no qualifications,214
2011-03-27,Bolton 032A,E01004858,Bolton,Working-age adults with no qualifications,227
2011-03-27,Bolton 032B,E01004859,Bolton,Working-age adults with no qualifications,239
2011-03-27,Bolton 032C,E01004860,Bolton,Working-age adults with no qualifications,233
2011-03-27,Bolton 032D,E01004902,Bolton,Working-age adults with no qualifications,217
2011-03-27,Bolton 032E,E01004906,Bolton,Working-age adults with no qualifications,243
2011-03-27,Bolton 033A,E01004861,Bolton,Working-age adults with no qualifications,306
2011-03-27,Bolton 033B,E01004862,Bolton,Working-age adults with no qualifications,265
2011-03-27,Bolton 033C,E01004863,Bolton,Working-age adults with no qualifications,316
2011-03-27,Bolton 033D,E01004874,Bolton,Working-age adults with no qualifications,201
2011-03-27,Bolton 033E,E01004876,Bolton,Working-age adults with no qualifications,281
2011-03-27,Bolton 034A,E01004903,Bolton,Working-age adults with no qualifications,135
2011-03-27,Bolton 034B,E01004904,Bolton,Working-age adults with no qualifications,138
2011-03-27,Bolton 034C,E01004905,Bolton,Working-age adults with no qualifications,204
2011-03-27,Bolton 034D,E01004907,Bolton,Working-age adults with no qualifications,228
2011-03-27,Bolton 034E,E01004908,Bolton,Working-age adults with no qualifications,116
2011-03-27,Bolton 034F,E01004909,Bolton,Working-age adults with no qualifications,160
2011-03-27,Bolton 034G,E01004910,Bolton,Working-age adults with no qualifications,223
2011-03-27,Bolton 035A,E01004933,Bolton,Working-age adults with no qualifications,98
2011-03-27,Bolton 035B,E01004934,Bolton,Working-age adults with no qualifications,137
2011-03-27,Bolton 035C,E01004935,Bolton,Working-age adults with no qualifications,131
2011-03-27,Bolton 035D,E01004937,Bolton,Working-age adults with no qualifications,106
2011-03-27,Bolton 035E,E01004940,Bolton,Working-age adults with no qualifications,131
2011-03-27,Bury 001A,E01005014,Bury,Working-age adults with no qualifications,105
2011-03-27,Bury 001B,E01005015,Bury,Working-age adults with no qualifications,169
2011-03-27,Bury 001C,E01005016,Bury,Working-age adults with no qualifications,101
2011-03-27,Bury 001D,E01005017,Bury,Working-age adults with no qualifications,97
2011-03-27,Bury 001E,E01005018,Bury,Working-age adults with no qualifications,127
2011-03-27,Bury 001F,E01005021,Bury,Working-age adults with no qualifications,55
2011-03-27,Bury 002A,E01005019,Bury,Working-age adults with no qualifications,95
2011-03-27,Bury 002B,E01005023,Bury,Working-age adults with no qualifications,83
2011-03-27,Bury 002C,E01005046,Bury,Working-age adults with no qualifications,48
2011-03-27,Bury 002D,E01005048,Bury,Working-age adults with no qualifications,71
2011-03-27,Bury 003A,E01005020,Bury,Working-age adults with no qualifications,49
2011-03-27,Bury 003B,E01005022,Bury,Working-age adults with no qualifications,57
2011-03-27,Bury 003C,E01005047,Bury,Working-age adults with no qualifications,64
2011-03-27,Bury 003D,E01005049,Bury,Working-age adults with no qualifications,91
2011-03-27,Bury 003E,E01005051,Bury,Working-age adults with no qualifications,80
2011-03-27,Bury 004A,E01004976,Bury,Working-age adults with no qualifications,202
2011-03-27,Bury 004B,E01004977,Bury,Working-age adults with no qualifications,153
2011-03-27,Bury 004C,E01004978,Bury,Working-age adults with no qualifications,216
2011-03-27,Bury 004D,E01004981,Bury,Working-age adults with no qualifications,123
2011-03-27,Bury 004E,E01004982,Bury,Working-age adults with no qualifications,97
2011-03-27,Bury 005A,E01004961,Bury,Working-age adults with no qualifications,164
2011-03-27,Bury 005B,E01004965,Bury,Working-age adults with no qualifications,74
2011-03-27,Bury 005C,E01004966,Bury,Working-age adults with no qualifications,197
2011-03-27,Bury 005D,E01004967,Bury,Working-age adults with no qualifications,57
2011-03-27,Bury 006A,E01004963,Bury,Working-age adults with no qualifications,109
2011-03-27,Bury 006B,E01004968,Bury,Working-age adults with no qualifications,83
2011-03-27,Bury 006C,E01005050,Bury,Working-age adults with no qualifications,131
2011-03-27,Bury 006D,E01005052,Bury,Working-age adults with no qualifications,90
2011-03-27,Bury 006E,E01005053,Bury,Working-age adults with no qualifications,132
2011-03-27,Bury 007A,E01004954,Bury,Working-age adults with no qualifications,128
2011-03-27,Bury 007B,E01004955,Bury,Working-age adults with no qualifications,167
2011-03-27,Bury 007C,E01004956,Bury,Working-age adults with no qualifications,193
2011-03-27,Bury 007D,E01004957,Bury,Working-age adults with no qualifications,357
2011-03-27,Bury 007E,E01004960,Bury,Working-age adults with no qualifications,317
2011-03-27,Bury 008A,E01004958,Bury,Working-age adults with no qualifications,261
2011-03-27,Bury 008B,E01004959,Bury,Working-age adults with no qualifications,281
2011-03-27,Bury 008C,E01004979,Bury,Working-age adults with no qualifications,315
2011-03-27,Bury 008D,E01004980,Bury,Working-age adults with no qualifications,169
2011-03-27,Bury 008E,E01005024,Bury,Working-age adults with no qualifications,282
2011-03-27,Bury 008F,E01005026,Bury,Working-age adults with no qualifications,255
2011-03-27,Bury 009A,E01004947,Bury,Working-age adults with no qualifications,152
2011-03-27,Bury 009B,E01004948,Bury,Working-age adults with no qualifications,268
2011-03-27,Bury 009C,E01004962,Bury,Working-age adults with no qualifications,133
2011-03-27,Bury 009D,E01004964,Bury,Working-age adults with no qualifications,179
2011-03-27,Bury 010A,E01004949,Bury,Working-age adults with no qualifications,61
2011-03-27,Bury 010B,E01004950,Bury,Working-age adults with no qualifications,77
2011-03-27,Bury 010C,E01004951,Bury,Working-age adults with no qualifications,114
2011-03-27,Bury 010D,E01004952,Bury,Working-age adults with no qualifications,46
2011-03-27,Bury 010E,E01004953,Bury,Working-age adults with no qualifications,81
2011-03-27,Bury 011A,E01005025,Bury,Working-age adults with no qualifications,150
2011-03-27,Bury 011B,E01005027,Bury,Working-age adults with no qualifications,212
2011-03-27,Bury 011C,E01005028,Bury,Working-age adults with no qualifications,312
2011-03-27,Bury 011D,E01005029,Bury,Working-age adults with no qualifications,240
2011-03-27,Bury 012A,E01005000,Bury,Working-age adults with no qualifications,104
2011-03-27,Bury 012B,E01005001,Bury,Working-age adults with no qualifications,85
2011-03-27,Bury 012C,E01005005,Bury,Working-age adults with no qualifications,85
2011-03-27,Bury 012D,E01005006,Bury,Working-age adults with no qualifications,124
2011-03-27,Bury 013A,E01005030,Bury,Working-age adults with no qualifications,241
2011-03-27,Bury 013B,E01005054,Bury,Working-age adults with no qualifications,126
2011-03-27,Bury 013C,E01005059,Bury,Working-age adults with no qualifications,184
2011-03-27,Bury 013D,E01005060,Bury,Working-age adults with no qualifications,153
2011-03-27,Bury 014A,E01004997,Bury,Working-age adults with no qualifications,136
2011-03-27,Bury 014B,E01004998,Bury,Working-age adults with no qualifications,132
2011-03-27,Bury 014C,E01004999,Bury,Working-age adults with no qualifications,116
2011-03-27,Bury 014D,E01005002,Bury,Working-age adults with no qualifications,150
2011-03-27,Bury 014E,E01005003,Bury,Working-age adults with no qualifications,155
2011-03-27,Bury 015A,E01004991,Bury,Working-age adults with no qualifications,156
2011-03-27,Bury 015B,E01004992,Bury,Working-age adults with no qualifications,167
2011-03-27,Bury 015C,E01004993,Bury,Working-age adults with no qualifications,138
2011-03-27,Bury 015D,E01004994,Bury,Working-age adults with no qualifications,196
2011-03-27,Bury 016A,E01004990,Bury,Working-age adults with no qualifications,209
2011-03-27,Bury 016B,E01004996,Bury,Working-age adults with no qualifications,221
2011-03-27,Bury 016C,E01005004,Bury,Working-age adults with no qualifications,254
2011-03-27,Bury 016D,E01005008,Bury,Working-age adults with no qualifications,291
2011-03-27,Bury 016E,E01005009,Bury,Working-age adults with no qualifications,247
2011-03-27,Bury 017A,E01004945,Bury,Working-age adults with no qualifications,89
2011-03-27,Bury 017B,E01005055,Bury,Working-age adults with no qualifications,104
2011-03-27,Bury 017C,E01005056,Bury,Working-age adults with no qualifications,82
2011-03-27,Bury 017D,E01005057,Bury,Working-age adults with no qualifications,108
2011-03-27,Bury 017E,E01005058,Bury,Working-age adults with no qualifications,59
2011-03-27,Bury 018A,E01004995,Bury,Working-age adults with no qualifications,145
2011-03-27,Bury 018B,E01005010,Bury,Working-age adults with no qualifications,155
2011-03-27,Bury 018C,E01005012,Bury,Working-age adults with no qualifications,225
2011-03-27,Bury 018D,E01005013,Bury,Working-age adults with no qualifications,274
2011-03-27,Bury 019A,E01004984,Bury,Working-age adults with no qualifications,79
2011-03-27,Bury 019B,E01004985,Bury,Working-age adults with no qualifications,62
2011-03-27,Bury 019C,E01004989,Bury,Working-age adults with no qualifications,83
2011-03-27,Bury 019D,E01005007,Bury,Working-age adults with no qualifications,96
2011-03-27,Bury 019E,E01005011,Bury,Working-age adults with no qualifications,76
2011-03-27,Bury 020A,E01004983,Bury,Working-age adults with no qualifications,111
2011-03-27,Bury 020B,E01004986,Bury,Working-age adults with no qualifications,138
2011-03-27,Bury 020C,E01004987,Bury,Working-age adults with no qualifications,162
2011-03-27,Bury 020D,E01004988,Bury,Working-age adults with no qualifications,133
2011-03-27,Bury 021A,E01004941,Bury,Working-age adults with no qualifications,192
2011-03-27,Bury 021B,E01004942,Bury,Working-age adults with no qualifications,208
2011-03-27,Bury 021C,E01004943,Bury,Working-age adults with no qualifications,160
2011-03-27,Bury 021D,E01004944,Bury,Working-age adults with no qualifications,89
2011-03-27,Bury 021E,E01004946,Bury,Working-age adults with no qualifications,245
2011-03-27,Bury 022A,E01004969,Bury,Working-age adults with no qualifications,189
2011-03-27,Bury 022B,E01004970,Bury,Working-age adults with no qualifications,142
2011-03-27,Bury 022C,E01004971,Bury,Working-age adults with no qualifications,78
2011-03-27,Bury 022D,E01005034,Bury,Working-age adults with no qualifications,96
2011-03-27,Bury 023A,E01004972,Bury,Working-age adults with no qualifications,191
2011-03-27,Bury 023B,E01004973,Bury,Working-age adults with no qualifications,121
2011-03-27,Bury 023C,E01004975,Bury,Working-age adults with no qualifications,115
2011-03-27,Bury 023D,E01005039,Bury,Working-age adults with no qualifications,168
2011-03-27,Bury 023E,E01005045,Bury,Working-age adults with no qualifications,129
2011-03-27,Bury 024A,E01004974,Bury,Working-age adults with no qualifications,102
2011-03-27,Bury 024B,E01005033,Bury,Working-age adults with no qualifications,100
2011-03-27,Bury 024C,E01005036,Bury,Working-age adults with no qualifications,185
2011-03-27,Bury 024D,E01005037,Bury,Working-age adults with no qualifications,83
2011-03-27,Bury 025A,E01005031,Bury,Working-age adults with no qualifications,131
2011-03-27,Bury 025B,E01005032,Bury,Working-age adults with no qualifications,141
2011-03-27,Bury 025C,E01005035,Bury,Working-age adults with no qualifications,85
2011-03-27,Bury 025D,E01005038,Bury,Working-age adults with no qualifications,69
2011-03-27,Bury 026A,E01005040,Bury,Working-age adults with no qualifications,151
2011-03-27,Bury 026B,E01005041,Bury,Working-age adults with no qualifications,91
2011-03-27,Bury 026C,E01005042,Bury,Working-age adults with no qualifications,128
2011-03-27,Bury 026D,E01005043,Bury,Working-age adults with no qualifications,139
2011-03-27,Bury 026E,E01005044,Bury,Working-age adults with no qualifications,127
2011-03-27,Manchester 001A,E01005098,Manchester,Working-age adults with no qualifications,288
2011-03-27,Manchester 001B,E01005099,Manchester,Working-age adults with no qualifications,367
2011-03-27,Manchester 001C,E01005100,Manchester,Working-age adults with no qualifications,283
2011-03-27,Manchester 001D,E01005102,Manchester,Working-age adults with no qualifications,183
2011-03-27,Manchester 001E,E01005103,Manchester,Working-age adults with no qualifications,280
2011-03-27,Manchester 002A,E01005101,Manchester,Working-age adults with no qualifications,318
2011-03-27,Manchester 002B,E01005135,Manchester,Working-age adults with no qualifications,321
2011-03-27,Manchester 002C,E01005136,Manchester,Working-age adults with no qualifications,215
2011-03-27,Manchester 002D,E01005138,Manchester,Working-age adults with no qualifications,348
2011-03-27,Manchester 002E,E01005140,Manchester,Working-age adults with no qualifications,392
2011-03-27,Manchester 003B,E01005139,Manchester,Working-age adults with no qualifications,239
2011-03-27,Manchester 003C,E01005141,Manchester,Working-age adults with no qualifications,353
2011-03-27,Manchester 003D,E01005251,Manchester,Working-age adults with no qualifications,257
2011-03-27,Manchester 003E,E01005252,Manchester,Working-age adults with no qualifications,313
2011-03-27,Manchester 003F,E01033685,Manchester,Working-age adults with no qualifications,193
2011-03-27,Manchester 003G,E01033687,Manchester,Working-age adults with no qualifications,254
2011-03-27,Manchester 004A,E01005104,Manchester,Working-age adults with no qualifications,240
2011-03-27,Manchester 004B,E01005160,Manchester,Working-age adults with no qualifications,176
2011-03-27,Manchester 004C,E01005161,Manchester,Working-age adults with no qualifications,198
2011-03-27,Manchester 004D,E01005162,Manchester,Working-age adults with no qualifications,218
2011-03-27,Manchester 004E,E01005163,Manchester,Working-age adults with no qualifications,188
2011-03-27,Manchester 005A,E01005247,Manchester,Working-age adults with no qualifications,152
2011-03-27,Manchester 005B,E01005248,Manchester,Working-age adults with no qualifications,151
2011-03-27,Manchester 005C,E01005249,Manchester,Working-age adults with no qualifications,285
2011-03-27,Manchester 005D,E01005250,Manchester,Working-age adults with no qualifications,333
2011-03-27,Manchester 005E,E01005253,Manchester,Working-age adults with no qualifications,292
2011-03-27,Manchester 005F,E01005254,Manchester,Working-age adults with no qualifications,183
2011-03-27,Manchester 006A,E01005164,Manchester,Working-age adults with no qualifications,245
2011-03-27,Manchester 006B,E01005205,Manchester,Working-age adults with no qualifications,396
2011-03-27,Manchester 006C,E01005206,Manchester,Working-age adults with no qualifications,273
2011-03-27,Manchester 006D,E01005207,Manchester,Working-age adults with no qualifications,276
2011-03-27,Manchester 007A,E01005223,Manchester,Working-age adults with no qualifications,201
2011-03-27,Manchester 007B,E01005224,Manchester,Working-age adults with no qualifications,300
2011-03-27,Manchester 007C,E01005225,Manchester,Working-age adults with no qualifications,344
2011-03-27,Manchester 007D,E01005226,Manchester,Working-age adults with no qualifications,230
2011-03-27,Manchester 007E,E01005229,Manchester,Working-age adults with no qualifications,184
2011-03-27,Manchester 008A,E01005145,Manchester,Working-age adults with no qualifications,313
2011-03-27,Manchester 008B,E01005146,Manchester,Working-age adults with no qualifications,293
2011-03-27,Manchester 008C,E01005149,Manchester,Working-age adults with no qualifications,238
2011-03-27,Manchester 008D,E01005165,Manchester,Working-age adults with no qualifications,299
2011-03-27,Manchester 008E,E01005166,Manchester,Working-age adults with no qualifications,275
2011-03-27,Manchester 008F,E01005167,Manchester,Working-age adults with no qualifications,282
2011-03-27,Manchester 009A,E01005202,Manchester,Working-age adults with no qualifications,432
2011-03-27,Manchester 009B,E01005203,Manchester,Working-age adults with no qualifications,452
2011-03-27,Manchester 009D,E01005227,Manchester,Working-age adults with no qualifications,297
2011-03-27,Manchester 009E,E01005228,Manchester,Working-age adults with no qualifications,368
2011-03-27,Manchester 009F,E01033678,Manchester,Working-age adults with no qualifications,338
2011-03-27,Manchester 009G,E01033679,Manchester,Working-age adults with no qualifications,408
2011-03-27,Manchester 011A,E01005256,Manchester,Working-age adults with no qualifications,396
2011-03-27,Manchester 011B,E01005257,Manchester,Working-age adults with no qualifications,470
2011-03-27,Manchester 011C,E01005258,Manchester,Working-age adults with no qualifications,302
2011-03-27,Manchester 011D,E01005259,Manchester,Working-age adults with no qualifications,396
2011-03-27,Manchester 011E,E01005260,Manchester,Working-age adults with no qualifications,215
2011-03-27,Manchester 012A,E01005093,Manchester,Working-age adults with no qualifications,325
2011-03-27,Manchester 012B,E01005094,Manchester,Working-age adults with no qualifications,279
2011-03-27,Manchester 012C,E01005097,Manchester,Working-age adults with no qualifications,385
2011-03-27,Manchester 012D,E01005255,Manchester,Working-age adults with no qualifications,369
