date,lsoa11nm,lsoa11cd,lad17nm,measure,value
2011-03-27,Manchester 005E,E01005253,Manchester,Social rented households,283
2011-03-27,Manchester 005F,E01005254,Manchester,Social rented households,53
2011-03-27,Manchester 006A,E01005164,Manchester,Social rented households,226
2011-03-27,Manchester 006B,E01005205,Manchester,Social rented households,516
2011-03-27,Manchester 006C,E01005206,Manchester,Social rented households,95
2011-03-27,Manchester 006D,E01005207,Manchester,Social rented households,52
2011-03-27,Manchester 007A,E01005223,Manchester,Social rented households,123
2011-03-27,Manchester 007B,E01005224,Manchester,Social rented households,83
2011-03-27,Manchester 007C,E01005225,Manchester,Social rented households,253
2011-03-27,Manchester 007D,E01005226,Manchester,Social rented households,34
2011-03-27,Manchester 007E,E01005229,Manchester,Social rented households,17
2011-03-27,Manchester 008A,E01005145,Manchester,Social rented households,80
2011-03-27,Manchester 008B,E01005146,Manchester,Social rented households,81
2011-03-27,Manchester 008C,E01005149,Manchester,Social rented households,37
2011-03-27,Manchester 008D,E01005165,Manchester,Social rented households,340
2011-03-27,Manchester 008E,E01005166,Manchester,Social rented households,126
2011-03-27,Manchester 008F,E01005167,Manchester,Social rented households,140
2011-03-27,Manchester 009A,E01005202,Manchester,Social rented households,432
2011-03-27,Manchester 009B,E01005203,Manchester,Social rented households,671
2011-03-27,Manchester 009D,E01005227,Manchester,Social rented households,186
2011-03-27,Manchester 009E,E01005228,Manchester,Social rented households,545
2011-03-27,Manchester 009F,E01033678,Manchester,Social rented households,445
2011-03-27,Manchester 009G,E01033679,Manchester,Social rented households,484
2011-03-27,Manchester 011A,E01005256,Manchester,Social rented households,409
2011-03-27,Manchester 011B,E01005257,Manchester,Social rented households,485
2011-03-27,Manchester 011C,E01005258,Manchester,Social rented households,205
2011-03-27,Manchester 011D,E01005259,Manchester,Social rented households,352
2011-03-27,Manchester 011E,E01005260,Manchester,Social rented households,37
2011-03-27,Manchester 012A,E01005093,Manchester,Social rented households,317
2011-03-27,Manchester 012B,E01005094,Manchester,Social rented households,291
2011-03-27,Manchester 012C,E01005097,Manchester,Social rented households,446
2011-03-27,Manchester 012D,E01005255,Manchester,Social rented households,582
2011-03-27,Manchester 012E,E01005261,Manchester,Social rented households,410
2011-03-27,Manchester 013B,E01005129,Manchester,Social rented households,492
2011-03-27,Manchester 013C,E01005132,Manchester,Social rented households,408
2011-03-27,Manchester 013D,E01005133,Manchester,Social rented households,341
2011-03-27,Manchester 013E,E01033663,Manchester,Social rented households,144
2011-03-27,Manchester 013F,E01033684,Manchester,Social rented households,12
2011-03-27,Manchester 013G,E01033688,Manchester,Social rented households,449
2011-03-27,Manchester 015A,E01005092,Manchester,Social rented households,288
2011-03-27,Manchester 015C,E01005105,Manchester,Social rented households,338
2011-03-27,Manchester 015D,E01005106,Manchester,Social rented households,378
2011-03-27,Manchester 015E,E01005107,Manchester,Social rented households,467
2011-03-27,Manchester 015F,E01033668,Manchester,Social rented households,143
2011-03-27,Manchester 015G,E01033669,Manchester,Social rented households,375
2011-03-27,Manchester 017A,E01005108,Manchester,Social rented households,611
2011-03-27,Manchester 017D,E01005189,Manchester,Social rented households,495
2011-03-27,Manchester 017E,E01005190,Manchester,Social rented households,223
2011-03-27,Manchester 017F,E01033666,Manchester,Social rented households,279
2011-03-27,Manchester 018A,E01005061,Manchester,Social rented households,629
2011-03-27,Manchester 018B,E01005062,Manchester,Social rented households,342
2011-03-27,Manchester 018C,E01005063,Manchester,Social rented households,414
2011-03-27,Manchester 018D,E01005065,Manchester,Social rented households,599
2011-03-27,Manchester 018E,E01005066,Manchester,Social rented households,340
2011-03-27,Manchester 019A,E01005208,Manchester,Social rented households,355
2011-03-27,Manchester 019B,E01005209,Manchester,Social rented households,458
2011-03-27,Manchester 019C,E01005210,Manchester,Social rented households,367
2011-03-27,Manchester 019D,E01005214,Manchester,Social rented households,190
2011-03-27,Manchester 020A,E01005067,Manchester,Social rented households,401
2011-03-27,Manchester 020B,E01005186,Manchester,Social rented households,346
2011-03-27,Manchester 020C,E01005232,Manchester,Social rented households,218
2011-03-27,Manchester 020D,E01005235,Manchester,Social rented households,387
2011-03-27,Manchester 020E,E01005239,Manchester,Social rented households,455
2011-03-27,Manchester 021A,E01005187,Manchester,Social rented households,143
2011-03-27,Manchester 021B,E01005188,Manchester,Social rented households,58
2011-03-27,Manchester 021C,E01005191,Manchester,Social rented households,243
2011-03-27,Manchester 021D,E01005192,Manchester,Social rented households,78
2011-03-27,Manchester 021E,E01005193,Manchester,Social rented households,108
2011-03-27,Manchester 022B,E01005230,Manchester,Social rented households,257
2011-03-27,Manchester 022C,E01005231,Manchester,Social rented households,54
2011-03-27,Manchester 022D,E01005236,Manchester,Social rented households,199
2011-03-27,Manchester 022E,E01005237,Manchester,Social rented households,81
2011-03-27,Manchester 022F,E01033652,Manchester,Social rented households,136
2011-03-27,Manchester 022G,E01033657,Manchester,Social rented households,158
2011-03-27,Manchester 023A,E01005195,Manchester,Social rented households,483
2011-03-27,Manchester 023B,E01005196,Manchester,Social rented households,502
2011-03-27,Manchester 023C,E01005197,Manchester,Social rented households,263
2011-03-27,Manchester 023D,E01005198,Manchester,Social rented households,403
2011-03-27,Manchester 023E,E01005201,Manchester,Social rented households,216
2011-03-27,Manchester 024A,E01005240,Manchester,Social rented households,415
2011-03-27,Manchester 024B,E01005243,Manchester,Social rented households,694
2011-03-27,Manchester 024C,E01005245,Manchester,Social rented households,625
2011-03-27,Manchester 024D,E01005246,Manchester,Social rented households,446
2011-03-27,Manchester 025A,E01005241,Manchester,Social rented households,208
2011-03-27,Manchester 025B,E01005242,Manchester,Social rented households,454
2011-03-27,Manchester 025C,E01005244,Manchester,Social rented households,248
2011-03-27,Manchester 025D,E01005285,Manchester,Social rented households,225
2011-03-27,Manchester 025E,E01005288,Manchester,Social rented households,156
2011-03-27,Manchester 026A,E01005280,Manchester,Social rented households,198
2011-03-27,Manchester 026B,E01005281,Manchester,Social rented households,128
2011-03-27,Manchester 026C,E01005284,Manchester,Social rented households,109
2011-03-27,Manchester 026D,E01005286,Manchester,Social rented households,74
2011-03-27,Manchester 026E,E01005287,Manchester,Social rented households,279
2011-03-27,Manchester 027A,E01005194,Manchester,Social rented households,171
2011-03-27,Manchester 027B,E01005199,Manchester,Social rented households,85
2011-03-27,Manchester 027C,E01005200,Manchester,Social rented households,195
2011-03-27,Manchester 027D,E01005233,Manchester,Social rented households,237
2011-03-27,Manchester 027E,E01005234,Manchester,Social rented households,194
2011-03-27,Manchester 027F,E01005238,Manchester,Social rented households,89
2011-03-27,Manchester 028A,E01005297,Manchester,Social rented households,152
2011-03-27,Manchester 028B,E01005298,Manchester,Social rented households,63
2011-03-27,Manchester 028C,E01005302,Manchester,Social rented households,190
2011-03-27,Manchester 028E,E01033680,Manchester,Social rented households,139
2011-03-27,Manchester 028F,E01033686,Manchester,Social rented households,184
2011-03-27,Manchester 029A,E01005150,Manchester,Social rented households,121
2011-03-27,Manchester 029B,E01005151,Manchester,Social rented households,168
2011-03-27,Manchester 029C,E01005152,Manchester,Social rented households,14
