Date,Geography,Measure Type,Unit,Industry category,Value
2017,E05000663,percent,persons,8,6
2017,E05000663,percent,persons,9,3.5
2017,E05000663,percent,persons,10,2
2017,E05000663,percent,persons,11,0.1
2017,E05000663,percent,persons,12,0.3
2017,E05000663,percent,persons,13,12
2017,E05000663,percent,persons,14,16
2017,E05000663,percent,persons,15,0.7
2017,E05000663,percent,persons,16,5
2017,E05000663,percent,persons,17,4
2017,E05000663,percent,persons,18,2
2017,E05000664,percent,persons,1,0
2017,E05000664,percent,persons,2,0
2017,E05000664,percent,persons,3,6.7
2017,E05000664,percent,persons,4,13.3
2017,E05000664,percent,persons,5,1.7
2017,E05000664,percent,persons,6,2.3
2017,E05000664,percent,persons,7,15
2017,E05000664,percent,persons,8,3.3
2017,E05000664,percent,persons,9,6.7
2017,E05000664,percent,persons,10,1.3
2017,E05000664,percent,persons,11,2
2017,E05000664,percent,persons,12,1.3
2017,E05000664,percent,persons,13,3
2017,E05000664,percent,persons,14,5
2017,E05000664,percent,persons,15,0
2017,E05000664,percent,persons,16,20
2017,E05000664,percent,persons,17,13.3
2017,E05000664,percent,persons,18,3.3
2017,E05000665,percent,persons,1,0
2017,E05000665,percent,persons,2,0
2017,E05000665,percent,persons,3,20
2017,E05000665,percent,persons,4,5
2017,E05000665,percent,persons,5,3
2017,E05000665,percent,persons,6,3.5
2017,E05000665,percent,persons,7,10
2017,E05000665,percent,persons,8,5
2017,E05000665,percent,persons,9,3
2017,E05000665,percent,persons,10,0.4
2017,E05000665,percent,persons,11,0.4
2017,E05000665,percent,persons,12,1
2017,E05000665,percent,persons,13,2.5
2017,E05000665,percent,persons,14,5
2017,E05000665,percent,persons,15,5
2017,E05000665,percent,persons,16,25
2017,E05000665,percent,persons,17,14
2017,E05000665,percent,persons,18,6
2017,E05000666,percent,persons,1,0
2017,E05000666,percent,persons,2,2
2017,E05000666,percent,persons,3,4.3
2017,E05000666,percent,persons,4,5.7
2017,E05000666,percent,persons,5,2.3
2017,E05000666,percent,persons,6,5.7
2017,E05000666,percent,persons,7,5.7
2017,E05000666,percent,persons,8,1.4
2017,E05000666,percent,persons,9,10
2017,E05000666,percent,persons,10,4.3
2017,E05000666,percent,persons,11,1.1
2017,E05000666,percent,persons,12,1.4
2017,E05000666,percent,persons,13,5.7
2017,E05000666,percent,persons,14,5.7
2017,E05000666,percent,persons,15,3.3
2017,E05000666,percent,persons,16,22.9
2017,E05000666,percent,persons,17,14.3
2017,E05000666,percent,persons,18,4.3
2017,E05000667,percent,persons,1,0
2017,E05000667,percent,persons,2,0.5
2017,E05000667,percent,persons,3,20
2017,E05000667,percent,persons,4,8.6
2017,E05000667,percent,persons,5,4.3
2017,E05000667,percent,persons,6,14.3
2017,E05000667,percent,persons,7,12.9
2017,E05000667,percent,persons,8,1
2017,E05000667,percent,persons,9,2.9
2017,E05000667,percent,persons,10,1.1
2017,E05000667,percent,persons,11,0
2017,E05000667,percent,persons,12,0.7
2017,E05000667,percent,persons,13,2.9
2017,E05000667,percent,persons,14,2.1
2017,E05000667,percent,persons,15,0
2017,E05000667,percent,persons,16,3.6
2017,E05000667,percent,persons,17,28.6
2017,E05000667,percent,persons,18,3.6
2017,E05000668,percent,persons,1,0
2017,E05000668,percent,persons,2,0.2
2017,E05000668,percent,persons,3,25
2017,E05000668,percent,persons,4,10
2017,E05000668,percent,persons,5,0.9
2017,E05000668,percent,persons,6,4.4
2017,E05000668,percent,persons,7,3.8
2017,E05000668,percent,persons,8,25
2017,E05000668,percent,persons,9,1.9
2017,E05000668,percent,persons,10,1.2
2017,E05000668,percent,persons,11,0.1
2017,E05000668,percent,persons,12,0.6
2017,E05000668,percent,persons,13,1.6
2017,E05000668,percent,persons,14,7.5
2017,E05000668,percent,persons,15,0.6
2017,E05000668,percent,persons,16,3.1
2017,E05000668,percent,persons,17,4.4
2017,E05000668,percent,persons,18,2.8
2017,E05000669,percent,persons,1,0
2017,E05000669,percent,persons,2,0
2017,E05000669,percent,persons,3,20
2017,E05000669,percent,persons,4,10
2017,E05000669,percent,persons,5,0.8
2017,E05000669,percent,persons,6,2
2017,E05000669,percent,persons,7,14
2017,E05000669,percent,persons,8,2
2017,E05000669,percent,persons,9,12
2017,E05000669,percent,persons,10,3
2017,E05000669,percent,persons,11,3
2017,E05000669,percent,persons,12,2
2017,E05000669,percent,persons,13,8
2017,E05000669,percent,persons,14,3
2017,E05000669,percent,persons,15,0
2017,E05000669,percent,persons,16,5
2017,E05000669,percent,persons,17,9
2017,E05000669,percent,persons,18,3
2017,E05000670,percent,persons,1,0
2017,E05000670,percent,persons,2,0
2017,E05000670,percent,persons,3,3
2017,E05000670,percent,persons,4,17.5
2017,E05000670,percent,persons,5,2.5
2017,E05000670,percent,persons,6,7.5
2017,E05000670,percent,persons,7,12.5
2017,E05000670,percent,persons,8,3
2017,E05000670,percent,persons,9,1.5
2017,E05000670,percent,persons,10,2
2017,E05000670,percent,persons,11,0
2017,E05000670,percent,persons,12,1
2017,E05000670,percent,persons,13,3
2017,E05000670,percent,persons,14,7.5
2017,E05000670,percent,persons,15,0
2017,E05000670,percent,persons,16,22.5
2017,E05000670,percent,persons,17,15
2017,E05000670,percent,persons,18,7.5
2017,E05000671,percent,persons,1,0
2017,E05000671,percent,persons,2,0.3
2017,E05000671,percent,persons,3,15
2017,E05000671,percent,persons,4,10
2017,E05000671,percent,persons,5,8.3
2017,E05000671,percent,persons,6,2.5
2017,E05000671,percent,persons,7,5
2017,E05000671,percent,persons,8,5
2017,E05000671,percent,persons,9,3.3
2017,E05000671,percent,persons,10,1
2017,E05000671,percent,persons,11,0.2
2017,E05000671,percent,persons,12,0.8
2017,E05000671,percent,persons,13,5
2017,E05000671,percent,persons,14,3.3
2017,E05000671,percent,persons,15,0.3
2017,E05000671,percent,persons,16,5.8
2017,E05000671,percent,persons,17,30
2017,E05000671,percent,persons,18,1.5
2017,E05000672,percent,persons,1,0
2017,E05000672,percent,persons,2,1.8
2017,E05000672,percent,persons,3,10.7
2017,E05000672,percent,persons,4,1.4
2017,E05000672,percent,persons,5,2.9
2017,E05000672,percent,persons,6,2.5
2017,E05000672,percent,persons,7,17.9
2017,E05000672,percent,persons,8,1.6
2017,E05000672,percent,persons,9,6.4
2017,E05000672,percent,persons,10,1.6
2017,E05000672,percent,persons,11,2.9
2017,E05000672,percent,persons,12,1.4
2017,E05000672,percent,persons,13,5.7
2017,E05000672,percent,persons,14,6.4
2017,E05000672,percent,persons,15,3.2
2017,E05000672,percent,persons,16,5
2017,E05000672,percent,persons,17,25
2017,E05000672,percent,persons,18,3.6
2017,E05000673,percent,persons,1,0
2017,E05000673,percent,persons,2,2
2017,E05000673,percent,persons,3,16
2017,E05000673,percent,persons,4,20
2017,E05000673,percent,persons,5,8
2017,E05000673,percent,persons,6,1.8
2017,E05000673,percent,persons,7,14
2017,E05000673,percent,persons,8,2
2017,E05000673,percent,persons,9,4
2017,E05000673,percent,persons,10,0.8
2017,E05000673,percent,persons,11,0.2
2017,E05000673,percent,persons,12,0.6
2017,E05000673,percent,persons,13,4
2017,E05000673,percent,persons,14,2
2017,E05000673,percent,persons,15,0
2017,E05000673,percent,persons,16,9
2017,E05000673,percent,persons,17,10
2017,E05000673,percent,persons,18,2
2017,E05000674,percent,persons,1,0
2017,E05000674,percent,persons,2,1.3
2017,E05000674,percent,persons,3,2.7
2017,E05000674,percent,persons,4,3.3
2017,E05000674,percent,persons,5,0
2017,E05000674,percent,persons,6,3
2017,E05000674,percent,persons,7,10
2017,E05000674,percent,persons,8,0.7
2017,E05000674,percent,persons,9,6.7
2017,E05000674,percent,persons,10,3.3
2017,E05000674,percent,persons,11,1.3
2017,E05000674,percent,persons,12,3
2017,E05000674,percent,persons,13,10
2017,E05000674,percent,persons,14,1.7
2017,E05000674,percent,persons,15,0
2017,E05000674,percent,persons,16,23.3
2017,E05000674,percent,persons,17,26.7
2017,E05000674,percent,persons,18,6.7
2017,E05000675,percent,persons,1,0.2
2017,E05000675,percent,persons,2,0.7
2017,E05000675,percent,persons,3,11.4
2017,E05000675,percent,persons,4,4.3
2017,E05000675,percent,persons,5,3.6
2017,E05000675,percent,persons,6,4.3
2017,E05000675,percent,persons,7,11.4
2017,E05000675,percent,persons,8,14.3
2017,E05000675,percent,persons,9,2.9
2017,E05000675,percent,persons,10,3.6
2017,E05000675,percent,persons,11,1.4
2017,E05000675,percent,persons,12,1.4
2017,E05000675,percent,persons,13,8.6
2017,E05000675,percent,persons,14,6.4
2017,E05000675,percent,persons,15,6.7
2017,E05000675,percent,persons,16,4.3
2017,E05000675,percent,persons,17,11.4
2017,E05000675,percent,persons,18,1.4
2017,E05000676,percent,persons,1,0.5
2017,E05000676,percent,persons,2,0
2017,E05000676,percent,persons,3,17.1
2017,E05000676,percent,persons,4,4.3
2017,E05000676,percent,persons,5,2
2017,E05000676,percent,persons,6,1.4
2017,E05000676,percent,persons,7,10
2017,E05000676,percent,persons,8,2.6
2017,E05000676,percent,persons,9,11.4
2017,E05000676,percent,persons,10,2.3
2017,E05000676,percent,persons,11,1.4
2017,E05000676,percent,persons,12,2.3
2017,E05000676,percent,persons,13,7.1
2017,E05000676,percent,persons,14,4.3
2017,E05000676,percent,persons,15,0
2017,E05000676,percent,persons,16,10
2017,E05000676,percent,persons,17,22.9
2017,E05000676,percent,persons,18,4.3
2017,E05000677,percent,persons,1,0
2017,E05000677,percent,persons,2,0.3
2017,E05000677,percent,persons,3,1.4
2017,E05000677,percent,persons,4,4
2017,E05000677,percent,persons,5,0.8
2017,E05000677,percent,persons,6,3
2017,E05000677,percent,persons,7,20
2017,E05000677,percent,persons,8,2
2017,E05000677,percent,persons,9,12
2017,E05000677,percent,persons,10,5
2017,E05000677,percent,persons,11,0.8
2017,E05000677,percent,persons,12,3
2017,E05000677,percent,persons,13,14
2017,E05000677,percent,persons,14,3
2017,E05000677,percent,persons,15,0
2017,E05000677,percent,persons,16,14
2017,E05000677,percent,persons,17,14
2017,E05000677,percent,persons,18,12
2017,E05000678,percent,persons,1,0
2017,E05000678,percent,persons,2,0.7
2017,E05000678,percent,persons,3,26.7
2017,E05000678,percent,persons,4,3.3
2017,E05000678,percent,persons,5,4.2
2017,E05000678,percent,persons,6,6.7
2017,E05000678,percent,persons,7,8.3
2017,E05000678,percent,persons,8,4.2
2017,E05000678,percent,persons,9,3.3
2017,E05000678,percent,persons,10,0.8
2017,E05000678,percent,persons,11,1.3
2017,E05000678,percent,persons,12,0.8
2017,E05000678,percent,persons,13,8.3
2017,E05000678,percent,persons,14,5.8
2017,E05000678,percent,persons,15,0
2017,E05000678,percent,persons,16,8.3
2017,E05000678,percent,persons,17,16.7
2017,E05000678,percent,persons,18,5
2017,E05000679,percent,persons,1,0
2017,E05000679,percent,persons,2,10
2017,E05000679,percent,persons,3,20
2017,E05000679,percent,persons,4,10
2017,E05000679,percent,persons,5,2
2017,E05000679,percent,persons,6,5.7
2017,E05000679,percent,persons,7,11.4
2017,E05000679,percent,persons,8,7.1
2017,E05000679,percent,persons,9,5.7
2017,E05000679,percent,persons,10,2.6
2017,E05000679,percent,persons,11,0.6
2017,E05000679,percent,persons,12,0.3
2017,E05000679,percent,persons,13,4.3
2017,E05000679,percent,persons,14,2.6
2017,E05000679,percent,persons,15,0
2017,E05000679,percent,persons,16,8.6
2017,E05000679,percent,persons,17,8.6
2017,E05000679,percent,persons,18,4.3
2017,E05000680,percent,persons,1,0.7
2017,E05000680,percent,persons,2,0
2017,E05000680,percent,persons,3,16
2017,E05000680,percent,persons,4,4
2017,E05000680,percent,persons,5,4
2017,E05000680,percent,persons,6,3
2017,E05000680,percent,persons,7,28
2017,E05000680,percent,persons,8,2
2017,E05000680,percent,persons,9,7
2017,E05000680,percent,persons,10,1.6
2017,E05000680,percent,persons,11,0.8
2017,E05000680,percent,persons,12,1.6
2017,E05000680,percent,persons,13,3
2017,E05000680,percent,persons,14,4
2017,E05000680,percent,persons,15,0
2017,E05000680,percent,persons,16,9
2017,E05000680,percent,persons,17,12
2017,E05000680,percent,persons,18,4
2017,E05000681,percent,persons,1,1.3
2017,E05000681,percent,persons,2,0.5
2017,E05000681,percent,persons,3,10
2017,E05000681,percent,persons,4,6.7
2017,E05000681,percent,persons,5,2.5
2017,E05000681,percent,persons,6,1.7
2017,E05000681,percent,persons,7,15
2017,E05000681,percent,persons,8,6.7
2017,E05000681,percent,persons,9,13.3
2017,E05000681,percent,persons,10,2.5
2017,E05000681,percent,persons,11,1.3
2017,E05000681,percent,persons,12,1.2
2017,E05000681,percent,persons,13,8.3
2017,E05000681,percent,persons,14,2.5
2017,E05000681,percent,persons,15,1
2017,E05000681,percent,persons,16,15
2017,E05000681,percent,persons,17,4.2
2017,E05000681,percent,persons,18,4.2
2017,E05000682,percent,persons,1,0
2017,E05000682,percent,persons,2,0.5
2017,E05000682,percent,persons,3,6.7
2017,E05000682,percent,persons,4,2.9
2017,E05000682,percent,persons,5,1.7
2017,E05000682,percent,persons,6,5.8
2017,E05000682,percent,persons,7,3.3
2017,E05000682,percent,persons,8,0.3
2017,E05000682,percent,persons,9,3.8
2017,E05000682,percent,persons,10,2.9
2017,E05000682,percent,persons,11,1.2
2017,E05000682,percent,persons,12,5.8
2017,E05000682,percent,persons,13,3.3
2017,E05000682,percent,persons,14,3.3
2017,E05000682,percent,persons,15,13.3
2017,E05000682,percent,persons,16,25
2017,E05000682,percent,persons,17,10
2017,E05000682,percent,persons,18,3.8
2017,E05000683,percent,persons,1,0
2017,E05000683,percent,persons,2,0.2
2017,E05000683,percent,persons,3,6.7
2017,E05000683,percent,persons,4,2
2017,E05000683,percent,persons,5,0.9
2017,E05000683,percent,persons,6,1
2017,E05000683,percent,persons,7,14
2017,E05000683,percent,persons,8,1.7
2017,E05000683,percent,persons,9,6
2017,E05000683,percent,persons,10,1
2017,E05000683,percent,persons,11,1.5
2017,E05000683,percent,persons,12,1.5
2017,E05000683,percent,persons,13,3.5
2017,E05000683,percent,persons,14,2
2017,E05000683,percent,persons,15,0.5
2017,E05000683,percent,persons,16,4.5
2017,E05000683,percent,persons,17,60
2017,E05000683,percent,persons,18,1.5
2017,E05000684,percent,persons,1,0
2017,E05000684,percent,persons,2,0.2
2017,E05000684,percent,persons,3,2.5
2017,E05000684,percent,persons,4,3.8
2017,E05000684,percent,persons,5,0.8
2017,E05000684,percent,persons,6,2.5
2017,E05000684,percent,persons,7,11.2
2017,E05000684,percent,persons,8,1.2
2017,E05000684,percent,persons,9,5.6
2017,E05000684,percent,persons,10,2.5
2017,E05000684,percent,persons,11,1.2
2017,E05000684,percent,persons,12,8.8
2017,E05000684,percent,persons,13,8.8
2017,E05000684,percent,persons,14,7.5
2017,E05000684,percent,persons,15,10
2017,E05000684,percent,persons,16,17.5
2017,E05000684,percent,persons,17,11.2
2017,E05000684,percent,persons,18,4.4
2017,E05000685,percent,persons,1,0
2017,E05000685,percent,persons,2,0
2017,E05000685,percent,persons,3,14.3
2017,E05000685,percent,persons,4,5.7
2017,E05000685,percent,persons,5,1.7
2017,E05000685,percent,persons,6,2.9
2017,E05000685,percent,persons,7,4.3
2017,E05000685,percent,persons,8,1.4
2017,E05000685,percent,persons,9,8.6
2017,E05000685,percent,persons,10,4.3
2017,E05000685,percent,persons,11,0.5
2017,E05000685,percent,persons,12,0.6
2017,E05000685,percent,persons,13,5.7
2017,E05000685,percent,persons,14,2.9
2017,E05000685,percent,persons,15,0
2017,E05000685,percent,persons,16,25.7
2017,E05000685,percent,persons,17,14.3
2017,E05000685,percent,persons,18,11.4
2017,E05000686,percent,persons,1,0
2017,E05000686,percent,persons,2,0.6
2017,E05000686,percent,persons,3,13.3
2017,E05000686,percent,persons,4,1.2
2017,E05000686,percent,persons,5,0.3
2017,E05000686,percent,persons,6,11.7
2017,E05000686,percent,persons,7,8.3
2017,E05000686,percent,persons,8,2.5
2017,E05000686,percent,persons,9,3.3
2017,E05000686,percent,persons,10,2.1
2017,E05000686,percent,persons,11,0.3
2017,E05000686,percent,persons,12,0.5
2017,E05000686,percent,persons,13,37.5
2017,E05000686,percent,persons,14,6.7
2017,E05000686,percent,persons,15,1.7
2017,E05000686,percent,persons,16,7.5
2017,E05000686,percent,persons,17,4.2
2017,E05000686,percent,persons,18,1.2
2017,E05000687,percent,persons,1,0.1
2017,E05000687,percent,persons,2,0.1
2017,E05000687,percent,persons,3,4.5
2017,E05000687,percent,persons,4,2.9
2017,E05000687,percent,persons,5,0.2
2017,E05000687,percent,persons,6,2.5
2017,E05000687,percent,persons,7,16.1
2017,E05000687,percent,persons,8,16.1
2017,E05000687,percent,persons,9,8
2017,E05000687,percent,persons,10,4.5
2017,E05000687,percent,persons,11,8
2017,E05000687,percent,persons,12,3.6
2017,E05000687,percent,persons,13,12.5
2017,E05000687,percent,persons,14,7.1
2017,E05000687,percent,persons,15,7.1
2017,E05000687,percent,persons,16,1.6
2017,E05000687,percent,persons,17,3.6
2017,E05000687,percent,persons,18,4.5
2017,E05000688,percent,persons,1,0.1
2017,E05000688,percent,persons,2,0.1
2017,E05000688,percent,persons,3,1.8
2017,E05000688,percent,persons,4,0.8
2017,E05000688,percent,persons,5,0.9
2017,E05000688,percent,persons,6,2.6
2017,E05000688,percent,persons,7,4.5
2017,E05000688,percent,persons,8,2.6
2017,E05000688,percent,persons,9,3.8
2017,E05000688,percent,persons,10,0.9
2017,E05000688,percent,persons,11,0.3
2017,E05000688,percent,persons,12,2.1
2017,E05000688,percent,persons,13,2.6
2017,E05000688,percent,persons,14,4.5
2017,E05000688,percent,persons,15,2.6
2017,E05000688,percent,persons,16,31.6
2017,E05000688,percent,persons,17,33.3
2017,E05000688,percent,persons,18,2.1
2017,E05000689,percent,persons,1,0
2017,E05000689,percent,persons,2,0
2017,E05000689,percent,persons,3,7.7
2017,E05000689,percent,persons,4,2.3
2017,E05000689,percent,persons,5,0.1
2017,E05000689,percent,persons,6,3.8
2017,E05000689,percent,persons,7,9.6
2017,E05000689,percent,persons,8,2.3
2017,E05000689,percent,persons,9,1.3
2017,E05000689,percent,persons,10,1.5
2017,E05000689,percent,persons,11,0.1
2017,E05000689,percent,persons,12,0.4
2017,E05000689,percent,persons,13,3.5
2017,E05000689,percent,persons,14,5.4
2017,E05000689,percent,persons,15,0.4
2017,E05000689,percent,persons,16,6.2
2017,E05000689,percent,persons,17,53.8
2017,E05000689,percent,persons,18,2.3
2017,E05000690,percent,persons,1,0
2017,E05000690,percent,persons,2,0.6
