date,lsoa11nm,lsoa11cd,lad17nm,measure,value
2011-03-27,Bolton 035E,E01004940,Bolton,Households with lone parent not in employment,11
2011-03-27,Bury 001A,E01005014,Bury,Households with lone parent not in employment,20
2011-03-27,Bury 001B,E01005015,Bury,Households with lone parent not in employment,20
2011-03-27,Bury 001C,E01005016,Bury,Households with lone parent not in employment,10
2011-03-27,Bury 001D,E01005017,Bury,Households with lone parent not in employment,3
2011-03-27,Bury 001E,E01005018,Bury,Households with lone parent not in employment,17
2011-03-27,Bury 001F,E01005021,Bury,Households with lone parent not in employment,0
2011-03-27,Bury 002A,E01005019,Bury,Households with lone parent not in employment,11
2011-03-27,Bury 002B,E01005023,Bury,Households with lone parent not in employment,7
2011-03-27,Bury 002C,E01005046,Bury,Households with lone parent not in employment,0
2011-03-27,Bury 002D,E01005048,Bury,Households with lone parent not in employment,3
2011-03-27,Bury 003A,E01005020,Bury,Households with lone parent not in employment,1
2011-03-27,Bury 003B,E01005022,Bury,Households with lone parent not in employment,11
2011-03-27,Bury 003C,E01005047,Bury,Households with lone parent not in employment,0
2011-03-27,Bury 003D,E01005049,Bury,Households with lone parent not in employment,10
2011-03-27,Bury 003E,E01005051,Bury,Households with lone parent not in employment,6
2011-03-27,Bury 004A,E01004976,Bury,Households with lone parent not in employment,28
2011-03-27,Bury 004B,E01004977,Bury,Households with lone parent not in employment,9
2011-03-27,Bury 004C,E01004978,Bury,Households with lone parent not in employment,18
2011-03-27,Bury 004D,E01004981,Bury,Households with lone parent not in employment,14
2011-03-27,Bury 004E,E01004982,Bury,Households with lone parent not in employment,5
2011-03-27,Bury 005A,E01004961,Bury,Households with lone parent not in employment,26
2011-03-27,Bury 005B,E01004965,Bury,Households with lone parent not in employment,7
2011-03-27,Bury 005C,E01004966,Bury,Households with lone parent not in employment,44
2011-03-27,Bury 005D,E01004967,Bury,Households with lone parent not in employment,3
2011-03-27,Bury 006A,E01004963,Bury,Households with lone parent not in employment,9
2011-03-27,Bury 006B,E01004968,Bury,Households with lone parent not in employment,5
2011-03-27,Bury 006C,E01005050,Bury,Households with lone parent not in employment,12
2011-03-27,Bury 006D,E01005052,Bury,Households with lone parent not in employment,4
2011-03-27,Bury 006E,E01005053,Bury,Households with lone parent not in employment,12
2011-03-27,Bury 007A,E01004954,Bury,Households with lone parent not in employment,12
2011-03-27,Bury 007B,E01004955,Bury,Households with lone parent not in employment,21
2011-03-27,Bury 007C,E01004956,Bury,Households with lone parent not in employment,30
2011-03-27,Bury 007D,E01004957,Bury,Households with lone parent not in employment,61
2011-03-27,Bury 007E,E01004960,Bury,Households with lone parent not in employment,71
2011-03-27,Bury 008A,E01004958,Bury,Households with lone parent not in employment,28
2011-03-27,Bury 008B,E01004959,Bury,Households with lone parent not in employment,32
2011-03-27,Bury 008C,E01004979,Bury,Households with lone parent not in employment,29
2011-03-27,Bury 008D,E01004980,Bury,Households with lone parent not in employment,20
2011-03-27,Bury 008E,E01005024,Bury,Households with lone parent not in employment,31
2011-03-27,Bury 008F,E01005026,Bury,Households with lone parent not in employment,20
2011-03-27,Bury 009A,E01004947,Bury,Households with lone parent not in employment,34
2011-03-27,Bury 009B,E01004948,Bury,Households with lone parent not in employment,36
2011-03-27,Bury 009C,E01004962,Bury,Households with lone parent not in employment,14
2011-03-27,Bury 009D,E01004964,Bury,Households with lone parent not in employment,15
2011-03-27,Bury 010A,E01004949,Bury,Households with lone parent not in employment,5
2011-03-27,Bury 010B,E01004950,Bury,Households with lone parent not in employment,2
2011-03-27,Bury 010C,E01004951,Bury,Households with lone parent not in employment,4
2011-03-27,Bury 010D,E01004952,Bury,Households with lone parent not in employment,2
2011-03-27,Bury 010E,E01004953,Bury,Households with lone parent not in employment,2
2011-03-27,Bury 011A,E01005025,Bury,Households with lone parent not in employment,8
2011-03-27,Bury 011B,E01005027,Bury,Households with lone parent not in employment,20
2011-03-27,Bury 011C,E01005028,Bury,Households with lone parent not in employment,39
2011-03-27,Bury 011D,E01005029,Bury,Households with lone parent not in employment,21
2011-03-27,Bury 012A,E01005000,Bury,Households with lone parent not in employment,6
2011-03-27,Bury 012B,E01005001,Bury,Households with lone parent not in employment,11
2011-03-27,Bury 012C,E01005005,Bury,Households with lone parent not in employment,4
2011-03-27,Bury 012D,E01005006,Bury,Households with lone parent not in employment,13
2011-03-27,Bury 013A,E01005030,Bury,Households with lone parent not in employment,29
2011-03-27,Bury 013B,E01005054,Bury,Households with lone parent not in employment,9
2011-03-27,Bury 013C,E01005059,Bury,Households with lone parent not in employment,15
2011-03-27,Bury 013D,E01005060,Bury,Households with lone parent not in employment,12
2011-03-27,Bury 014A,E01004997,Bury,Households with lone parent not in employment,16
2011-03-27,Bury 014B,E01004998,Bury,Households with lone parent not in employment,8
2011-03-27,Bury 014C,E01004999,Bury,Households with lone parent not in employment,18
2011-03-27,Bury 014D,E01005002,Bury,Households with lone parent not in employment,12
2011-03-27,Bury 014E,E01005003,Bury,Households with lone parent not in employment,21
2011-03-27,Bury 015A,E01004991,Bury,Households with lone parent not in employment,24
2011-03-27,Bury 015B,E01004992,Bury,Households with lone parent not in employment,20
2011-03-27,Bury 015C,E01004993,Bury,Households with lone parent not in employment,23
2011-03-27,Bury 015D,E01004994,Bury,Households with lone parent not in employment,36
2011-03-27,Bury 016A,E01004990,Bury,Households with lone parent not in employment,17
2011-03-27,Bury 016B,E01004996,Bury,Households with lone parent not in employment,42
2011-03-27,Bury 016C,E01005004,Bury,Households with lone parent not in employment,27
2011-03-27,Bury 016D,E01005008,Bury,Households with lone parent not in employment,55
2011-03-27,Bury 016E,E01005009,Bury,Households with lone parent not in employment,39
2011-03-27,Bury 017A,E01004945,Bury,Households with lone parent not in employment,4
2011-03-27,Bury 017B,E01005055,Bury,Households with lone parent not in employment,3
2011-03-27,Bury 017C,E01005056,Bury,Households with lone parent not in employment,6
2011-03-27,Bury 017D,E01005057,Bury,Households with lone parent not in employment,20
2011-03-27,Bury 017E,E01005058,Bury,Households with lone parent not in employment,3
2011-03-27,Bury 018A,E01004995,Bury,Households with lone parent not in employment,8
2011-03-27,Bury 018B,E01005010,Bury,Households with lone parent not in employment,16
2011-03-27,Bury 018C,E01005012,Bury,Households with lone parent not in employment,45
2011-03-27,Bury 018D,E01005013,Bury,Households with lone parent not in employment,59
2011-03-27,Bury 019A,E01004984,Bury,Households with lone parent not in employment,3
2011-03-27,Bury 019B,E01004985,Bury,Households with lone parent not in employment,2
2011-03-27,Bury 019C,E01004989,Bury,Households with lone parent not in employment,4
2011-03-27,Bury 019D,E01005007,Bury,Households with lone parent not in employment,5
2011-03-27,Bury 019E,E01005011,Bury,Households with lone parent not in employment,3
2011-03-27,Bury 020A,E01004983,Bury,Households with lone parent not in employment,13
2011-03-27,Bury 020B,E01004986,Bury,Households with lone parent not in employment,30
2011-03-27,Bury 020C,E01004987,Bury,Households with lone parent not in employment,17
2011-03-27,Bury 020D,E01004988,Bury,Households with lone parent not in employment,11
2011-03-27,Bury 021A,E01004941,Bury,Households with lone parent not in employment,29
2011-03-27,Bury 021B,E01004942,Bury,Households with lone parent not in employment,45
2011-03-27,Bury 021C,E01004943,Bury,Households with lone parent not in employment,28
2011-03-27,Bury 021D,E01004944,Bury,Households with lone parent not in employment,10
2011-03-27,Bury 021E,E01004946,Bury,Households with lone parent not in employment,41
2011-03-27,Bury 022A,E01004969,Bury,Households with lone parent not in employment,6
2011-03-27,Bury 022B,E01004970,Bury,Households with lone parent not in employment,6
2011-03-27,Bury 022C,E01004971,Bury,Households with lone parent not in employment,7
2011-03-27,Bury 022D,E01005034,Bury,Households with lone parent not in employment,6
2011-03-27,Bury 023A,E01004972,Bury,Households with lone parent not in employment,33
2011-03-27,Bury 023B,E01004973,Bury,Households with lone parent not in employment,18
2011-03-27,Bury 023C,E01004975,Bury,Households with lone parent not in employment,24
2011-03-27,Bury 023D,E01005039,Bury,Households with lone parent not in employment,42
2011-03-27,Bury 023E,E01005045,Bury,Households with lone parent not in employment,22
2011-03-27,Bury 024A,E01004974,Bury,Households with lone parent not in employment,6
2011-03-27,Bury 024B,E01005033,Bury,Households with lone parent not in employment,5
2011-03-27,Bury 024C,E01005036,Bury,Households with lone parent not in employment,14
2011-03-27,Bury 024D,E01005037,Bury,Households with lone parent not in employment,17
2011-03-27,Bury 025A,E01005031,Bury,Households with lone parent not in employment,19
2011-03-27,Bury 025B,E01005032,Bury,Households with lone parent not in employment,22
2011-03-27,Bury 025C,E01005035,Bury,Households with lone parent not in employment,10
2011-03-27,Bury 025D,E01005038,Bury,Households with lone parent not in employment,7
2011-03-27,Bury 026A,E01005040,Bury,Households with lone parent not in employment,10
2011-03-27,Bury 026B,E01005041,Bury,Households with lone parent not in employment,4
2011-03-27,Bury 026C,E01005042,Bury,Households with lone parent not in employment,8
2011-03-27,Bury 026D,E01005043,Bury,Households with lone parent not in employment,3
2011-03-27,Bury 026E,E01005044,Bury,Households with lone parent not in employment,4
2011-03-27,Manchester 001A,E01005098,Manchester,Households with lone parent not in employment,49
2011-03-27,Manchester 001B,E01005099,Manchester,Households with lone parent not in employment,92
2011-03-27,Manchester 001C,E01005100,Manchester,Households with lone parent not in employment,44
2011-03-27,Manchester 001D,E01005102,Manchester,Households with lone parent not in employment,25
2011-03-27,Manchester 001E,E01005103,Manchester,Households with lone parent not in employment,49
2011-03-27,Manchester 002A,E01005101,Manchester,Households with lone parent not in employment,43
2011-03-27,Manchester 002B,E01005135,Manchester,Households with lone parent not in employment,66
2011-03-27,Manchester 002C,E01005136,Manchester,Households with lone parent not in employment,19
2011-03-27,Manchester 002D,E01005138,Manchester,Households with lone parent not in employment,89
2011-03-27,Manchester 002E,E01005140,Manchester,Households with lone parent not in employment,69
2011-03-27,Manchester 003B,E01005139,Manchester,Households with lone parent not in employment,36
2011-03-27,Manchester 003C,E01005141,Manchester,Households with lone parent not in employment,57
2011-03-27,Manchester 003D,E01005251,Manchester,Households with lone parent not in employment,58
2011-03-27,Manchester 003E,E01005252,Manchester,Households with lone parent not in employment,46
2011-03-27,Manchester 003F,E01033685,Manchester,Households with lone parent not in employment,23
2011-03-27,Manchester 003G,E01033687,Manchester,Households with lone parent not in employment,27
2011-03-27,Manchester 004A,E01005104,Manchester,Households with lone parent not in employment,69
2011-03-27,Manchester 004B,E01005160,Manchester,Households with lone parent not in employment,19
2011-03-27,Manchester 004C,E01005161,Manchester,Households with lone parent not in employment,28
2011-03-27,Manchester 004D,E01005162,Manchester,Households with lone parent not in employment,19
2011-03-27,Manchester 004E,E01005163,Manchester,Households with lone parent not in employment,23
2011-03-27,Manchester 005A,E01005247,Manchester,Households with lone parent not in employment,14
2011-03-27,Manchester 005B,E01005248,Manchester,Households with lone parent not in employment,8
2011-03-27,Manchester 005C,E01005249,Manchester,Households with lone parent not in employment,28
2011-03-27,Manchester 005D,E01005250,Manchester,Households with lone parent not in employment,67
2011-03-27,Manchester 005E,E01005253,Manchester,Households with lone parent not in employment,53
2011-03-27,Manchester 005F,E01005254,Manchester,Households with lone parent not in employment,17
2011-03-27,Manchester 006A,E01005164,Manchester,Households with lone parent not in employment,44
2011-03-27,Manchester 006B,E01005205,Manchester,Households with lone parent not in employment,64
2011-03-27,Manchester 006C,E01005206,Manchester,Households with lone parent not in employment,40
2011-03-27,Manchester 006D,E01005207,Manchester,Households with lone parent not in employment,56
2011-03-27,Manchester 007A,E01005223,Manchester,Households with lone parent not in employment,28
2011-03-27,Manchester 007B,E01005224,Manchester,Households with lone parent not in employment,58
2011-03-27,Manchester 007C,E01005225,Manchester,Households with lone parent not in employment,53
2011-03-27,Manchester 007D,E01005226,Manchester,Households with lone parent not in employment,44
2011-03-27,Manchester 007E,E01005229,Manchester,Households with lone parent not in employment,14
2011-03-27,Manchester 008A,E01005145,Manchester,Households with lone parent not in employment,44
2011-03-27,Manchester 008B,E01005146,Manchester,Households with lone parent not in employment,39
2011-03-27,Manchester 008C,E01005149,Manchester,Households with lone parent not in employment,23
2011-03-27,Manchester 008D,E01005165,Manchester,Households with lone parent not in employment,50
2011-03-27,Manchester 008E,E01005166,Manchester,Households with lone parent not in employment,26
2011-03-27,Manchester 008F,E01005167,Manchester,Households with lone parent not in employment,38
2011-03-27,Manchester 009A,E01005202,Manchester,Households with lone parent not in employment,111
2011-03-27,Manchester 009B,E01005203,Manchester,Households with lone parent not in employment,83
2011-03-27,Manchester 009D,E01005227,Manchester,Households with lone parent not in employment,68
2011-03-27,Manchester 009E,E01005228,Manchester,Households with lone parent not in employment,70
2011-03-27,Manchester 009F,E01033678,Manchester,Households with lone parent not in employment,57
2011-03-27,Manchester 009G,E01033679,Manchester,Households with lone parent not in employment,62
2011-03-27,Manchester 011A,E01005256,Manchester,Households with lone parent not in employment,70
2011-03-27,Manchester 011B,E01005257,Manchester,Households with lone parent not in employment,85
2011-03-27,Manchester 011C,E01005258,Manchester,Households with lone parent not in employment,44
2011-03-27,Manchester 011D,E01005259,Manchester,Households with lone parent not in employment,87
2011-03-27,Manchester 011E,E01005260,Manchester,Households with lone parent not in employment,21
2011-03-27,Manchester 012A,E01005093,Manchester,Households with lone parent not in employment,69
2011-03-27,Manchester 012B,E01005094,Manchester,Households with lone parent not in employment,61
2011-03-27,Manchester 012C,E01005097,Manchester,Households with lone parent not in employment,81
2011-03-27,Manchester 012D,E01005255,Manchester,Households with lone parent not in employment,63
2011-03-27,Manchester 012E,E01005261,Manchester,Households with lone parent not in employment,73
2011-03-27,Manchester 013B,E01005129,Manchester,Households with lone parent not in employment,56
2011-03-27,Manchester 013C,E01005132,Manchester,Households with lone parent not in employment,74
2011-03-27,Manchester 013D,E01005133,Manchester,Households with lone parent not in employment,36
2011-03-27,Manchester 013E,E01033663,Manchester,Households with lone parent not in employment,8
2011-03-27,Manchester 013F,E01033684,Manchester,Households with lone parent not in employment,1
2011-03-27,Manchester 013G,E01033688,Manchester,Households with lone parent not in employment,53
2011-03-27,Manchester 015A,E01005092,Manchester,Households with lone parent not in employment,64
2011-03-27,Manchester 015C,E01005105,Manchester,Households with lone parent not in employment,77
